"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
NULL,186.36555,7557.0215,9.454207,406.03806,288.3687,12.861418,72.18701,4.1162634,1.0
6.7588515,218.15347,22540.775,7.196435,304.6806,382.5027,18.838736,53.815434,3.639972,1.0
7.4867806,151.20259,31130.213,4.584071,NULL,351.5754,18.938528,53.13713,2.7484288,0.0
6.9041214,228.96042,10836.97,7.7925935,362.29654,513.18884,12.70446,40.546036,4.141819,0.0
NULL,155.2626,42617.305,5.8294244,449.2677,456.18533,20.680975,77.1375,2.846501,0.0
7.348937,267.6552,15818.262,10.574681,NULL,541.75507,13.408147,54.61913,4.7257466,0.0
7.846058,224.05888,23264.11,5.922367,300.40262,387.97134,13.406737,43.075188,2.4879687,0.0
NULL,229.62062,19955.71,7.6086535,285.43268,491.88058,11.02691,85.241875,3.1137643,0.0
6.1798096,248.83327,15391.56,8.014257,273.08688,487.62573,9.696478,69.69703,3.7043242,0.0
6.755669,209.36208,13821.557,7.557415,334.61954,499.07092,19.339144,81.09875,3.9595177,0.0
NULL,213.6523,28266.756,3.6321137,NULL,483.79797,15.741911,78.81085,4.3122897,0.0
7.2665987,98.452934,36490.145,7.138814,423.1875,502.88306,7.3607717,76.29028,4.952733,0.0
8.218171,116.06195,22465.688,5.0004506,NULL,408.3602,6.732794,90.99327,4.246446,0.0
6.980062,164.12718,17625.467,6.479558,372.74832,492.70343,11.665753,48.710293,3.9694633,0.0
6.381979,235.94511,18982.953,8.286514,NULL,511.48517,16.183542,77.83952,3.2990472,0.0
6.6480055,191.8418,15176.291,5.6616626,NULL,471.04712,15.438287,56.532387,3.8297834,0.0
5.8999367,205.91379,30379.36,9.446148,312.2832,512.33655,6.3060555,55.065243,3.8589787,0.0
7.2609043,189.07796,21391.162,6.576866,356.62222,390.28528,14.391606,81.08246,4.3838234,0.0
5.5759206,223.37401,14553.132,9.689176,234.6098,252.96832,12.249489,59.523003,4.2944474,0.0
5.467401,197.02893,12883.163,9.264883,347.42126,355.17572,12.762547,67.15953,3.7178228,0.0
6.090016,216.73624,12558.898,9.297299,317.98325,409.42725,10.754842,30.965845,2.9435217,0.0
8.205447,145.79732,17981.254,6.58046,359.39258,420.39423,15.856797,100.7123,3.7399216,0.0
7.670506,123.33665,33843.62,5.2163687,390.74582,462.96765,18.69873,82.904655,3.9338264,0.0
6.791097,209.12816,20149.18,5.804,288.35684,291.3042,12.327335,57.303577,3.0840397,0.0
6.0067697,226.8741,20279.701,8.166416,225.51663,275.9866,9.650786,52.640026,4.0347548,0.0
NULL,204.3848,32951.316,5.995277,324.5052,339.64188,4.473092,71.1905,4.9052296,0.0
6.336343,214.07198,14619.627,6.584414,315.9968,370.7956,12.219411,83.66888,3.7888033,0.0
7.4732356,223.26494,19932.586,5.770107,317.70886,590.32513,13.556911,89.453575,3.8777142,0.0
NULL,214.19308,21671.277,8.27294,NULL,473.41537,15.706894,73.1702,4.246388,0.0
7.380105,237.92264,16862.543,7.1018167,306.18292,478.6545,13.254476,92.864555,5.0304523,0.0
10.067633,144.61395,39716.133,4.503366,390.91034,415.05075,17.658794,NULL,3.776789,0.0
5.915944,274.2636,6967.7354,10.069434,247.64574,321.23682,12.092167,39.448593,2.5858493,0.0
NULL,171.69502,38971.05,8.365579,385.95374,397.4417,17.201609,73.646996,2.6432123,0.0
6.1248474,151.69136,15092.018,6.610788,382.31897,388.13754,16.62196,69.16785,4.2119675,0.0
NULL,137.25343,20593.934,3.9611108,393.6846,520.4105,19.24955,50.029934,3.3024192,0.0
7.8764954,250.89662,15741.082,8.075738,NULL,391.2588,16.543869,59.246086,3.9139047,0.0
6.0210514,178.22368,18966.363,10.213574,NULL,400.56635,12.841828,60.87015,4.6610575,0.0
NULL,193.16762,20894.4,7.3315682,359.42654,417.42477,16.787146,38.107006,3.818404,0.0
NULL,166.6967,14807.413,6.801861,269.70758,536.337,13.839296,77.55032,3.4347985,0.0
6.58545,166.96596,30210.25,9.508299,340.24576,430.07858,23.234325,72.79992,4.27564,0.0
6.3426714,157.04613,21079.605,7.275078,318.85345,351.02426,14.019149,64.4075,4.582592,0.0
6.6329904,238.32475,12829.093,7.3473606,331.30188,451.7344,19.640923,73.201546,4.3608513,0.0
5.4007,197.91899,9968.963,7.878998,NULL,503.89636,17.408922,77.38284,3.5557375,0.0
7.460148,221.34322,25480.918,6.9269433,NULL,438.61963,13.089086,58.083992,2.4136288,0.0
6.709822,148.25319,20922.154,4.6335735,NULL,400.3428,18.330856,40.495598,1.6876245,0.0
8.0548935,239.13979,28545.355,5.096894,NULL,574.40283,17.778015,56.352955,3.5243804,0.0
5.3651924,238.29121,16262.939,7.507931,255.54468,393.53387,12.465043,27.095703,3.1807985,0.0
6.920389,252.3528,11086.26,9.993376,285.74475,368.62915,17.120804,43.667084,3.2776015,0.0
7.0254564,184.48442,31659.963,5.2320194,NULL,559.00287,14.393046,56.290253,2.9270515,0.0
7.9742484,173.75078,26848.629,6.055534,337.9405,347.74805,13.757564,75.53537,3.1959443,0.0
8.031055,222.62842,18134.836,8.754513,314.47156,452.97028,12.065963,78.54971,3.33888,0.0
7.6140566,213.69116,17598.201,8.131319,NULL,384.08728,5.0516944,70.83322,3.4379463,0.0
7.6435785,209.86084,21885.504,9.529228,NULL,337.63217,8.863614,63.646923,3.762163,0.0
7.731315,169.04968,38356.227,6.0284543,297.32935,525.8794,16.07112,74.909706,5.164284,0.0
6.2684026,154.6819,23050.332,6.832938,290.70325,421.2202,13.881357,65.891396,3.3897052,0.0
7.3699117,155.6448,19283.402,5.4350247,399.9408,391.32422,18.148561,63.698616,3.821721,0.0
NULL,241.18068,25696.32,5.6945567,333.90198,386.29837,14.531155,33.91835,4.142386,0.0
6.3203754,165.82155,20481.643,7.6059585,354.28903,422.34103,14.79396,46.043064,2.7286174,0.0
7.2900887,205.2131,26115.617,5.137891,357.7941,402.8748,7.9604774,63.698513,4.7006183,0.0
6.356511,164.61818,17538.541,8.345192,345.14496,430.9595,15.329438,47.02138,3.4155254,0.0
7.974065,160.22418,29477.764,2.4560137,324.0556,371.21194,18.693914,54.280624,4.0690866,0.0
4.9435086,267.53302,11870.425,8.877869,NULL,417.41254,15.252794,22.749735,5.070842,0.0
7.700362,220.5718,29432.209,6.3562937,322.75034,444.9576,13.027439,77.8298,3.786487,0.0
6.0546074,228.19803,10215.8125,5.983974,306.79688,441.4985,17.229149,65.34021,4.8891635,0.0
4.221421,120.56013,34370.195,7.960888,411.58084,436.7746,14.395839,64.60147,4.2787123,0.0
8.545891,255.32487,31056.578,3.619779,NULL,426.88336,13.782989,34.44829,5.036883,0.0
7.7521763,182.06471,13655.681,6.8172474,337.75378,328.21725,15.231129,92.255066,4.7255073,0.0
5.5881295,220.81752,8730.3125,8.321897,300.22043,412.70856,6.478626,80.6378,3.1656184,0.0
8.649869,178.58876,18503.766,7.24082,356.2631,329.50418,15.280653,83.78348,3.0816813,0.0
7.8992567,187.70065,32210.816,4.996763,320.53235,400.1498,19.873604,46.91334,4.4481707,0.0
5.952268,136.89053,28105.965,7.3309574,389.80975,423.964,15.37378,68.969795,4.769768,0.0
8.040188,201.80922,11861.551,7.2003098,300.39844,420.54922,7.168607,90.76177,3.221139,0.0
4.313219,191.11934,12770.832,8.231574,284.94595,499.8548,13.50127,76.44396,3.9235902,0.0
6.707017,209.77881,14794.411,7.8092914,NULL,553.6445,8.027569,78.23718,3.1656325,0.0
5.8535604,186.80775,19790.857,6.615781,NULL,489.79688,19.670702,65.04001,3.7568738,0.0
8.817403,175.75497,23173.32,6.7308607,367.15417,552.0745,7.7331095,91.44336,3.8640983,0.0
NULL,171.43498,39207.59,4.71051,354.4446,381.68542,20.212088,97.418884,2.8125036,0.0
NULL,193.57716,19671.352,7.568897,342.6734,322.7357,18.511585,77.710304,3.4815173,0.0
7.4764085,246.18472,27109.896,9.791961,341.16364,339.72998,16.21768,77.60302,3.4781938,0.0
7.6914864,155.18532,36578.223,7.6907277,405.16937,536.8896,16.214966,77.582054,4.0424976,0.0
7.367372,176.3352,16663.602,8.062782,NULL,354.76495,10.68292,37.363373,3.8172152,0.0
8.927906,188.05441,22139.879,4.2527213,376.33456,438.5156,8.597973,92.82832,5.4743547,0.0
5.6212273,221.64944,11123.886,8.809433,314.87134,326.35086,19.312536,84.37733,3.4407532,0.0
6.450645,201.59668,27682.508,5.655139,316.1059,573.03375,14.642709,NULL,5.241539,0.0
7.5665174,205.39658,30823.73,7.816636,354.17596,395.29727,12.095251,63.7677,3.275142,0.0
6.115638,240.97516,15765.787,10.088345,339.40244,407.31955,21.305048,63.071598,3.7236254,0.0
7.5952287,188.37328,32869.473,6.7455883,365.20868,326.62714,13.883329,73.43822,3.4976041,0.0
NULL,279.23242,11380.299,8.586101,314.1626,467.62808,10.880028,68.975174,3.2562747,0.0
7.131222,165.90903,18969.824,7.6903625,NULL,510.98233,16.42774,47.137,4.7131925,0.0
7.3997245,258.01996,18535.047,5.497159,339.839,354.6673,14.979,73.0085,3.795124,0.0
7.00248,168.95259,20518.555,10.135987,NULL,457.6468,9.812922,56.921864,3.3524363,0.0
5.3453455,238.51022,10315.354,7.822601,281.7717,496.35086,12.624613,87.342834,2.362886,0.0
6.185951,174.79613,22198.93,7.6084957,NULL,479.09186,13.744284,51.497112,5.2057242,0.0
6.070091,161.53027,26764.494,6.2415266,NULL,485.86627,18.78052,81.946106,4.6994576,0.0
7.095569,196.73492,30235.17,5.9849014,308.2037,453.95474,16.062738,31.55501,4.861276,0.0
NULL,189.76166,16737.107,7.0314236,NULL,410.47974,14.545465,60.140118,3.0928168,0.0
3.9285564,191.666,17328.162,7.692417,306.47955,406.0856,9.578603,45.48074,5.060836,0.0
6.352973,244.84671,13858.704,9.179441,NULL,403.5605,12.520126,59.046993,4.1554947,0.0
5.999125,219.71611,19345.791,6.0296416,264.28506,497.47714,16.381195,46.303524,5.046973,0.0
8.899589,208.10655,17915.086,4.7935743,334.57178,381.15936,14.39874,48.299496,3.9286137,0.0
7.3753376,194.86809,28767.758,5.074146,349.98523,495.03708,14.247682,77.09423,5.127395,0.0
8.979322,184.30922,24967.322,6.264584,335.21692,485.5832,8.280181,63.94418,4.264944,0.0
8.532377,216.4541,30268.422,6.2989697,330.97845,436.16498,11.8957,55.921825,2.380088,0.0
7.2135377,176.64006,34727.41,5.162278,287.7069,332.1995,10.3274765,77.26147,3.4974809,0.0
NULL,184.66689,14368.128,8.129911,334.75342,472.33,16.07345,73.71022,4.58311,0.0
8.895575,107.38332,27622.746,6.1633196,460.10706,444.9296,13.995135,78.34841,4.754235,0.0
6.582764,219.18481,21961.527,6.987978,348.90002,341.20993,15.178369,68.981964,3.6688797,0.0
NULL,204.24057,14665.405,8.58132,360.3888,359.6222,15.163178,58.945606,4.377502,0.0
NULL,160.59576,49125.36,6.34439,409.50195,327.92456,14.407555,64.64499,3.2876174,0.0
5.9865937,275.8865,21229.084,8.94043,NULL,354.11185,11.783383,92.22773,5.0514936,0.0
6.841221,166.67696,28263.805,7.1157146,318.7902,532.18475,21.469492,78.227745,5.092365,0.0
NULL,157.82735,21716.424,5.406394,NULL,478.99896,18.92898,80.20284,3.8257701,0.0
7.146117,181.43442,33266.57,8.381738,373.19714,485.10922,15.46998,52.81293,4.775202,0.0
NULL,237.70569,21862.754,8.961425,318.1727,434.3883,11.665329,59.775642,3.9432907,0.0
7.5075755,172.50403,18328.695,6.9077363,351.41864,377.07513,10.678255,68.852196,3.703001,0.0
7.9971757,214.81963,20575.572,6.191399,312.0081,513.5404,17.703104,70.291214,4.8176684,0.0
5.174346,234.32857,11746.607,6.9612656,314.9868,407.1023,13.77168,36.183537,3.689145,0.0
NULL,191.15048,23172.281,7.1321535,290.70917,365.1406,12.679501,69.07444,4.0184464,0.0
6.4790926,180.95866,28165.873,7.160084,371.4054,370.28983,16.942566,NULL,3.0895972,0.0
7.8115125,258.8916,20911.904,6.3617563,289.14218,421.13303,9.63165,71.703224,4.54607,0.0
7.4372168,242.72997,20185.588,6.121662,306.16925,413.65594,10.262777,64.52918,3.8668745,0.0
7.953878,178.06654,18677.28,5.69954,368.21768,356.29434,18.638603,61.462807,2.860224,0.0
6.3965697,243.7247,12278.985,6.7945514,NULL,489.4493,17.638039,NULL,4.1882496,0.0
NULL,208.36705,22444.09,5.404248,338.0637,540.89954,9.980418,84.57008,3.5944445,0.0
8.058136,191.27794,29298.36,6.129173,356.64526,278.50262,12.606204,65.51136,3.130609,0.0
NULL,149.8389,20283.783,10.005871,383.11313,355.18494,17.003494,53.79972,2.028875,0.0
NULL,220.98515,26492.717,4.9497876,NULL,388.96902,21.08555,70.26636,4.875383,0.0
9.497261,124.48281,33681.332,4.814656,427.1845,530.217,19.970318,49.80984,5.2421055,0.0
7.9847107,121.06736,40709.78,5.796841,445.35956,338.50998,12.818816,59.26919,4.56788,0.0
6.261111,270.46616,8572.422,9.922076,286.32758,490.94266,12.9264345,22.219326,4.7530184,0.0
6.957803,219.23996,20215.633,7.0540934,306.64737,431.37067,17.427145,56.435646,4.5877457,0.0
9.663159,131.7119,24387.969,4.234143,NULL,428.90643,18.143475,65.360466,5.270218,0.0
6.7327137,197.76697,33820.645,7.3967643,353.17633,321.36453,19.340498,85.37196,3.885405,0.0
4.886057,272.92038,15496.611,6.985179,266.56223,569.5813,17.301537,79.597984,3.0793731,0.0
9.61022,156.92955,33954.434,4.6390276,NULL,485.37915,11.047844,NULL,4.9619718,0.0
8.518532,128.26346,32018.29,6.05874,458.44107,554.13904,15.976195,87.471825,4.1471686,0.0
6.9507866,201.8055,21709.648,6.120771,352.30377,417.18445,19.683493,49.23681,3.997975,0.0
6.0230227,170.73228,10925.36,8.200973,305.79654,508.85104,12.244622,62.967793,3.6680887,0.0
9.01148,167.91891,34865.36,3.1395526,400.69177,385.4096,16.57419,50.52655,4.2708015,0.0
7.946768,277.11694,24244.111,7.561176,273.3843,306.8374,11.796235,70.01967,3.0384831,0.0
7.709617,189.80292,32910.523,5.7580557,367.76187,397.84558,15.24035,NULL,4.140424,0.0
6.0816154,209.05968,10120.112,9.406774,NULL,410.5091,7.996295,101.158676,4.010037,0.0
8.146186,191.38242,20506.7,5.4769487,NULL,445.9312,9.416902,57.363647,5.1779637,0.0
8.141861,210.37656,25433.465,8.390812,385.23666,321.86746,11.483523,85.30072,4.1369505,0.0
7.7033567,211.34468,12861.946,9.245306,347.63083,598.6629,10.542342,91.1187,4.7321253,0.0
NULL,149.04285,27687.738,8.660711,284.94577,288.5177,15.736642,62.757305,3.771305,0.0
9.252856,168.04076,50279.26,5.905056,415.4508,400.0036,11.949854,62.25688,3.3005857,0.0
6.0476513,177.44426,28633.846,8.174384,NULL,386.6612,15.51493,30.55631,2.5898678,0.0
6.152858,171.12529,24978.482,8.216486,323.82437,406.09442,10.881215,65.71472,4.4030833,0.0
9.074923,184.91505,21633.723,7.4273806,394.19653,339.35535,6.6581388,NULL,3.840479,0.0
7.4365373,167.32846,31935.691,7.8963647,NULL,398.57422,14.824433,69.252785,4.497629,0.0
NULL,259.67105,11949.598,9.435446,279.001,469.28763,11.75242,73.99705,3.4583523,0.0
7.1300993,275.67978,9480.618,8.415948,295.61884,383.45508,18.32288,94.4163,1.9861916,0.0
6.792125,165.79428,17782.604,4.970601,307.75272,370.6006,15.138094,96.60054,4.042638,0.0
NULL,230.43076,14916.986,9.618517,NULL,379.1728,28.3,79.633064,3.864931,0.0
8.885627,171.83978,19113.012,6.5032973,404.1043,399.67255,17.623594,76.83123,2.993301,0.0
9.475316,149.55809,32568.154,5.33386,NULL,436.20312,13.927946,71.83406,4.7015386,0.0
NULL,168.96303,21030.234,5.5640025,404.34308,440.95206,12.352721,72.033646,4.6910176,0.0
7.183109,225.11607,5097.8257,6.081664,361.63138,294.9912,5.5370593,81.45394,4.006425,0.0
6.157443,155.83571,25937.71,8.163144,298.1924,533.2883,14.356496,68.12076,4.7701545,0.0
6.4678683,236.69464,7656.413,9.840948,214.46083,356.34784,14.412734,54.641174,2.861064,0.0
NULL,162.93536,24916.625,6.3744955,388.3127,494.2888,14.297696,84.80297,4.3012733,0.0
7.4881334,177.35306,24786.05,8.613304,369.21066,387.86807,14.149473,48.965996,3.4740348,0.0
7.323545,184.13608,21044.203,6.842947,327.2612,379.49246,8.335244,90.312065,4.898421,0.0
NULL,253.66203,13568.271,9.228602,256.0895,554.57367,13.711738,97.71405,3.067034,0.0
6.530796,138.00768,19174.594,7.3479514,NULL,490.64413,16.33795,NULL,3.181635,0.0
6.9314704,156.8412,35793.758,7.286336,384.65482,398.64795,17.858242,72.23653,4.2493334,0.0
7.7746453,194.73386,13829.939,5.6031203,NULL,321.90567,18.87094,NULL,3.9118168,0.0
8.1075,173.66467,27277.58,6.64362,354.0373,330.21152,16.257002,NULL,4.6478004,0.0
6.3068643,220.96999,22418.908,7.1533637,283.97598,350.90924,19.861382,61.836185,4.6191726,0.0
NULL,165.73796,22900.12,5.735689,379.37494,473.8049,13.082871,63.035164,4.0691657,0.0
6.60968,216.42802,17963.867,7.725314,346.28534,466.103,11.468432,41.25287,3.5891464,0.0
6.632206,232.73854,9809.904,8.336778,302.32578,458.3668,13.3048525,65.31883,3.4437406,0.0
NULL,247.16402,18939.617,7.0863748,305.04004,419.4531,12.758114,60.319202,4.287441,0.0
5.716756,197.1042,12641.527,8.702062,287.01257,345.08392,17.273966,58.411514,4.080675,0.0
7.7404537,182.54108,19713.504,8.854386,382.34158,489.04706,8.866966,57.877457,3.5413167,0.0
6.2772775,148.18602,22916.572,5.035633,NULL,474.61795,9.604155,61.835712,3.619321,0.0
8.006373,116.72512,45041.15,5.1652923,NULL,367.689,13.425165,87.38198,2.3965054,0.0
6.5130167,185.33855,26262.545,6.7421503,289.01434,410.10132,12.924653,83.65219,3.729961,0.0
6.2341976,227.56087,22195.21,9.455599,NULL,351.1801,13.039764,63.16397,3.8854923,0.0
7.277144,194.88086,18270.105,6.1219316,344.87976,402.66458,15.459751,76.98723,4.9313536,0.0
6.044513,211.57738,30191.693,7.7142916,329.16702,431.09644,10.619831,NULL,5.1277785,0.0
6.6430264,205.23312,20511.37,5.908111,313.35382,455.69327,16.02194,52.153473,3.7099886,0.0
5.1504564,186.56085,18655.541,7.0243063,NULL,379.53793,17.604067,58.83197,4.147029,0.0
6.110545,166.6373,21319.795,7.6812444,311.25357,340.63065,13.623814,95.49468,6.0645595,0.0
7.8311176,182.47388,19130.96,6.8030615,340.27594,433.46045,10.793996,75.8957,3.8079975,0.0
6.980727,200.46722,30862.785,6.196276,391.66687,422.4896,9.066902,48.25047,5.4376187,0.0
8.552782,217.80331,39030.605,6.9867053,373.7462,340.56625,19.084883,53.856056,2.940848,0.0
6.4493794,275.7467,8607.612,7.7016306,272.19757,384.38068,16.078304,54.40446,3.7154288,0.0
7.392084,173.52878,20185.676,9.120932,384.11725,310.07486,23.3177,81.12954,3.7784586,0.0
8.360796,218.13962,28722.176,5.536705,310.2866,471.5536,10.644554,49.771942,3.7159514,0.0
7.619845,113.5047,37279.13,6.36007,377.87518,285.34995,17.03043,48.92914,3.7796485,0.0
5.4045105,258.9035,10168.177,9.648197,248.71196,396.91122,15.512208,65.80533,3.9981759,0.0
7.0793037,137.00735,24282.154,5.705693,433.6339,342.7253,9.113945,88.328606,5.553174,0.0
NULL,233.84662,32496.64,6.6373844,347.98645,424.64978,13.028,55.983974,4.296189,0.0
7.161715,238.33359,13680.764,9.274119,284.40784,478.76697,16.83629,74.38358,3.9099736,0.0
6.854947,149.85349,16203.091,5.7348037,375.71866,350.3447,11.718895,75.49873,4.938999,0.0
7.3095565,244.83977,22277.627,7.715572,369.03885,477.23538,12.475119,60.806904,3.7074137,0.0
9.313466,133.14175,41982.61,6.628037,417.2454,267.8017,10.36823,75.43615,4.493613,0.0
NULL,216.27162,26964.316,6.3835483,418.49423,573.1596,19.892681,50.17052,4.5010247,0.0
NULL,250.62347,30797.52,6.381452,NULL,338.81418,17.508516,74.72782,3.3651745,0.0
6.187938,249.52711,12682.151,6.253224,263.2684,274.7647,14.352955,57.623367,3.546183,0.0
NULL,240.98419,11429.201,5.5159774,267.68082,323.15753,8.666284,88.67927,3.8024268,0.0
7.9653373,151.54189,25274.61,7.1060433,352.3162,527.68823,15.792625,52.26849,3.3909822,0.0
9.264391,160.4287,19607.756,3.988749,416.6984,427.79382,14.99299,95.8048,3.1755207,0.0
7.7540445,193.44986,19019.28,8.107067,377.99002,597.486,8.939818,45.72131,3.760298,0.0
9.393891,252.73924,13150.207,7.166592,NULL,368.8346,14.397393,50.775295,3.0485659,0.0
8.17608,201.5537,21856.988,5.2410474,320.26013,464.80334,15.627641,61.654743,4.1123223,0.0
8.337696,168.46918,30969.047,5.452162,NULL,302.42233,14.529864,41.39277,3.4541974,0.0
NULL,207.42688,11963.323,7.6645455,325.63297,502.053,17.012856,64.499825,2.8135269,0.0
7.191025,151.30667,23781.328,9.214409,403.78842,465.12683,16.884214,77.51544,4.2706456,0.0
8.613699,235.94444,20862.455,7.622565,378.75873,418.69754,13.608075,NULL,3.9492202,0.0
7.7930393,257.65775,17398.387,8.271246,251.38394,439.7016,9.557031,54.23543,3.38927,0.0
3.8788793,177.71284,21937.47,7.3697686,299.24164,447.30374,12.451912,63.163113,4.927711,0.0
NULL,164.31711,25236.701,4.365238,350.58435,413.69223,15.4211445,45.9794,3.723776,0.0
3.9782846,160.81848,14433.78,8.4108925,311.29532,414.32822,20.771484,78.27324,3.7515657,0.0
5.9640656,241.0309,22168.332,6.208118,NULL,486.51688,13.172989,64.71924,4.696721,0.0
7.5320587,185.50656,24454.727,5.7911024,NULL,393.9719,15.070248,74.78064,3.80857,0.0
7.2335386,231.56084,16621.494,6.073041,NULL,475.82166,8.688715,35.83397,3.6790152,0.0
NULL,202.81114,11900.056,8.948088,367.53345,379.56458,13.591858,58.82256,3.1538002,0.0
NULL,115.39298,46077.36,5.2893066,437.5923,422.01736,10.809632,53.617035,4.212511,0.0
7.480728,117.05731,28357.943,4.702821,414.85577,472.05933,18.340212,76.34458,3.7148747,0.0
4.477092,236.28249,26843.47,4.8426585,207.89049,456.97977,16.225706,74.0357,4.32768,0.0
NULL,207.3911,25110.037,6.329791,345.59262,420.21912,22.346415,92.32776,2.739235,0.0
NULL,162.26369,28790.547,7.621234,377.7194,364.2736,14.210091,99.1186,4.476991,0.0
6.3140774,124.84799,31114.635,5.7139406,NULL,396.67297,18.423227,73.102,4.363866,0.0
NULL,233.69383,17317.688,8.946505,264.91605,311.97424,10.749106,108.58942,4.2419357,0.0
8.822611,216.43257,27109.24,7.3221626,NULL,384.01855,15.955491,78.82888,4.415596,0.0
6.9226522,185.81898,14682.666,9.886831,341.0664,560.7877,22.466127,64.395424,2.8773544,0.0
NULL,169.67354,25541.152,5.457299,393.2647,359.77814,16.820307,60.37604,3.6113303,0.0
6.9045367,110.86579,32981.258,2.6212676,368.38702,417.2494,12.11872,33.499382,5.0589056,0.0
6.5480175,176.00653,38368.01,7.415054,278.09332,291.12152,19.422535,81.36857,5.9302278,0.0
6.581083,217.5385,24480.672,5.837152,310.6329,476.45868,11.434239,48.55191,3.5113697,0.0
7.86465,218.1531,23045.727,7.432011,349.92285,414.36514,14.785982,72.60798,3.5859334,0.0
6.136907,151.78432,20561.695,8.487856,384.15607,363.6185,13.713703,96.58286,4.704585,0.0
6.9470286,168.87953,17540.03,6.4094763,387.2999,372.02283,15.198192,74.00737,2.6001878,0.0
6.2033224,214.85011,29426.475,8.034868,369.72668,319.7667,10.247863,65.30864,3.48792,0.0
NULL,240.13457,38097.33,5.4004974,NULL,359.57632,13.514887,72.77102,3.2124927,0.0
8.373171,179.52141,22022.627,5.215042,339.49222,396.6967,13.697087,110.43108,2.7863297,0.0
NULL,205.30415,12190.172,7.044833,313.4117,374.5232,11.838313,47.65364,5.026271,0.0
5.921247,200.94373,17397.402,6.7562,279.2023,380.49982,11.255357,31.966297,3.7467756,0.0
8.829806,216.12215,17732.914,7.856312,377.25385,301.89597,16.210712,64.409355,4.423886,0.0
NULL,187.61343,13427.068,7.3175697,NULL,507.56747,18.13769,79.349884,5.324638,0.0
6.832217,164.2744,14015.045,6.055985,281.67804,389.9781,14.836637,44.367573,3.1454155,0.0
9.281302,215.90762,36622.23,3.9034963,NULL,383.26004,19.034878,80.3176,4.069977,0.0
7.4562507,226.53828,9163.295,5.7262235,NULL,417.1252,10.066075,67.30422,4.2796974,0.0
7.088251,172.6893,25399.11,6.9412165,355.25308,298.67175,13.637783,NULL,3.2306454,0.0
5.6486287,167.03009,14547.886,7.7353477,NULL,347.79233,10.689769,75.28869,5.370004,0.0
4.293961,192.36073,24600.76,8.261635,261.35706,475.8764,10.799428,53.619846,5.1051207,0.0
9.678051,188.36874,26402.703,4.074141,395.9042,325.00113,16.917994,91.41688,3.0297003,0.0
8.662709,173.53195,20333.08,5.6363883,439.78793,459.63312,16.283312,89.924255,5.1201024,0.0
5.8973913,172.03438,30575.357,8.649614,393.5549,426.50583,16.311659,74.54398,2.9616024,0.0
9.494243,274.82837,21879.705,5.2657185,364.68265,581.0782,13.636014,62.119644,3.1890256,1.0
NULL,173.47418,18318.72,7.5976534,282.5981,407.64297,20.200592,79.10402,4.181264,1.0
7.080193,185.82573,39431.113,8.806393,286.22388,355.9376,7.781493,39.623837,1.4922066,1.0
7.559852,244.29456,29567.7,8.64788,NULL,278.4756,10.046943,107.61081,4.550501,1.0
7.040395,199.07922,22505.52,7.9535723,NULL,531.4767,14.690954,58.41286,3.9319165,1.0
8.053043,211.78323,37086.547,8.267537,251.4435,512.89905,19.16662,73.248985,3.301575,1.0
7.0443754,229.60318,12575.279,7.837778,390.46768,558.1766,15.754785,36.26753,4.276699,1.0
6.3098917,133.64992,31062.371,6.975602,252.10893,381.05878,17.200008,71.18154,3.6030405,1.0
6.2035728,139.12909,6698.2393,3.8768127,NULL,601.5262,13.368165,68.29869,4.305549,1.0
6.879405,214.73189,20509.332,9.035251,321.38327,306.7843,12.4773035,79.69208,4.7004704,1.0
7.7548842,210.72076,18857.059,5.693752,376.48462,375.6727,14.708599,43.29982,5.12839,1.0
7.91667,201.45581,39431.254,7.525441,276.2069,432.59,17.821922,70.2396,4.2751927,1.0
6.4053926,183.86725,20526.307,8.450273,366.17664,548.6377,13.448796,69.05414,4.531921,1.0
7.7959576,239.27826,27849.143,6.4759946,356.17072,484.1048,18.69225,50.128414,4.2518764,1.0
6.9639792,180.4015,12878.177,6.4240985,NULL,358.51648,16.329624,66.30263,4.4898705,1.0
6.967861,183.93347,13401.044,6.4576864,371.78836,433.23944,14.584231,66.02916,4.893215,1.0
6.6227913,195.86711,13900.717,6.3635373,387.35693,310.85114,11.758374,52.40619,5.6092906,1.0
7.3699884,236.47672,18998.348,7.4044347,359.93057,357.0662,18.02033,58.271255,3.4638524,1.0
NULL,134.31116,8076.8223,5.322112,NULL,599.61456,9.25335,100.33566,3.3739364,1.0
6.9448686,198.47644,16904.201,6.341407,299.52167,470.59976,15.045816,61.146088,4.241135,1.0
5.28481,148.86276,11130.211,6.820469,335.66046,485.80542,13.77335,60.944344,3.9902427,1.0
6.851443,197.33955,15349.143,7.4464116,NULL,373.54987,11.367275,79.15582,4.9355564,1.0
7.7601895,206.20883,34250.164,7.930382,299.1316,347.1808,19.350765,80.62187,4.5905275,1.0
7.2805605,228.53954,29690.918,7.871025,322.26965,392.5326,15.168189,84.37071,2.919796,1.0
6.83426,182.45447,21670.57,6.407648,325.9504,397.3375,16.506659,74.46265,2.6588435,1.0
6.7289753,187.20271,26376.062,8.457662,337.8619,488.97638,17.689785,77.13189,4.593787,1.0
8.016418,255.25949,30854.83,8.761916,NULL,442.49954,11.094202,93.27423,5.3200154,1.0
